"user_id","perk_assigned"
"437251","Free Cancellation"
"437539","Free Night"
"437549","Free Night"
"438189","Free Cancellation"
"438406","Free Bag"
"438551","Free Bag"
"438596","Exclusive Discount"
"438839","Free Night"
"438937","Free Night"
"438985","Free Cancellation"
"438995","Free Night"
"439052","Free Bag"
"439120","Free Night"
"439363","Free Cancellation"
"440212","Exclusive Discount"
"440655","Free Night"
"441200","Free Night"
"441205","Free Meal"
"441448","Free Meal"
"441457","Free Meal"
"441982","Exclusive Discount"
"442484","Exclusive Discount"
"442718","Free Meal"
"442812","Free Meal"
"442819","Free Meal"
"442833","Free Cancellation"
"443305","Exclusive Discount"
"443453","Free Night"
"443598","Free Night"
"443652","Free Night"
"444387","Free Bag"
"444885","Free Bag"
"445351","Free Night"
"445515","Free Bag"
"446124","Free Cancellation"
"446138","Exclusive Discount"
"446473","Free Night"
"446933","Exclusive Discount"
"447053","Free Meal"
"447591","Exclusive Discount"
"447737","Free Night"
"447951","Exclusive Discount"
"448025","Free Bag"
"448154","Free Bag"
"448295","Free Night"
"448467","Free Night"
"448564","Free Cancellation"
"449033","Free Bag"
"449326","Free Bag"
"449619","Free Night"
"449804","Free Bag"
"449980","Free Cancellation"
"450164","Free Night"
"450193","Free Bag"
"450305","Free Night"
"450615","Free Bag"
"451291","Exclusive Discount"
"451674","Exclusive Discount"
"452034","Free Cancellation"
"452532","Exclusive Discount"
"452594","Free Meal"
"452612","Free Night"
"453143","Free Cancellation"
"453168","Exclusive Discount"
"454264","Free Meal"
"454430","Free Night"
"454616","Exclusive Discount"
"454661","Exclusive Discount"
"454920","Free Night"
"454934","Free Bag"
"454955","Free Night"
"456226","Free Night"
"456318","Exclusive Discount"
"456663","Free Bag"
"456671","Free Bag"
"457468","Exclusive Discount"
"457599","Free Cancellation"
"457967","Free Night"
"458479","Free Night"
"458688","Exclusive Discount"
"458725","Free Night"
"458762","Free Meal"
"458814","Exclusive Discount"
"458855","Free Meal"
"458919","Free Bag"
"459229","Exclusive Discount"
"459486","Free Night"
"459645","Free Bag"
"460072","Exclusive Discount"
"460181","Free Meal"
"460553","Free Meal"
"460625","Free Meal"
"461559","Free Night"
"461744","Exclusive Discount"
"461791","Exclusive Discount"
"462127","Exclusive Discount"
"462456","Free Meal"
"462894","Free Bag"
"463652","Free Night"
"463698","Free Night"
"463783","Free Cancellation"
"463867","Exclusive Discount"
"463910","Free Night"
"464080","Free Bag"
"464160","Free Bag"
"464239","Exclusive Discount"
"464542","Free Night"
"464597","Free Meal"
"464614","Free Cancellation"
"464673","Free Meal"
"464782","Free Meal"
"464855","Free Bag"
"465138","Free Night"
"465343","Free Meal"
"465531","Free Night"
"465568","Free Night"
"465731","Free Night"
"466205","Free Meal"
"466342","Free Night"
"466723","Exclusive Discount"
"467007","Free Bag"
"467092","Free Cancellation"
"467339","Free Meal"
"467809","Free Meal"
"467892","Free Night"
"468106","Free Cancellation"
"468370","Free Bag"
"468409","Exclusive Discount"
"468666","Exclusive Discount"
"468801","Free Night"
"468808","Free Meal"
"468832","Free Cancellation"
"469237","Free Night"
"469418","Free Meal"
"469440","Free Meal"
"469464","Exclusive Discount"
"469699","Free Bag"
"469767","Free Cancellation"
"469824","Free Night"
"471077","Free Meal"
"471161","Free Night"
"471186","Free Night"
"471500","Free Meal"
"471565","Free Meal"
"471649","Free Meal"
"471687","Free Night"
"471717","Free Meal"
"471935","Free Cancellation"
"471946","Free Meal"
"471973","Free Night"
"472394","Free Bag"
"472446","Free Cancellation"
"472614","Exclusive Discount"
"472713","Free Night"
"472785","Free Bag"
"472966","Free Night"
"473332","Free Night"
"473343","Free Cancellation"
"473402","Free Cancellation"
"473467","Free Bag"
"473568","Exclusive Discount"
"473712","Exclusive Discount"
"473847","Exclusive Discount"
"474007","Free Night"
"474120","Free Night"
"474239","Free Bag"
"474261","Free Night"
"474278","Free Night"
"474384","Exclusive Discount"
"474464","Exclusive Discount"
"474546","Free Night"
"474951","Exclusive Discount"
"474980","Free Cancellation"
"475060","Free Night"
"475130","Free Night"
"475467","Free Night"
"475531","Free Bag"
"476081","Free Meal"
"476104","Free Meal"
"476124","Free Night"
"476173","Free Night"
"476270","Free Night"
"476393","Free Bag"
"476436","Free Meal"
"476535","Free Meal"
"476665","Free Cancellation"
"476693","Free Night"
"476714","Free Night"
"476742","Free Meal"
"476916","Free Night"
"476956","Free Bag"
"477285","Free Night"
"477316","Free Bag"
"477597","Exclusive Discount"
"477730","Free Night"
"477805","Free Night"
"478003","Free Night"
"478146","Free Cancellation"
"478188","Free Cancellation"
"478228","Free Night"
"478291","Free Meal"
"478533","Free Bag"
"478585","Free Cancellation"
"478760","Exclusive Discount"
"478801","Free Night"
"478834","Exclusive Discount"
"479071","Free Cancellation"
"479078","Free Bag"
"479101","Free Meal"
"479254","Free Night"
"479524","Free Bag"
"479785","Free Night"
"480186","Free Night"
"480313","Free Cancellation"
"480331","Exclusive Discount"
"480690","Free Night"
"480796","Free Meal"
"480877","Free Night"
"480895","Free Cancellation"
"480975","Free Night"
"481050","Free Meal"
"481245","Exclusive Discount"
"481292","Free Cancellation"
"481358","Free Bag"
"481554","Free Bag"
"481622","Free Cancellation"
"481772","Exclusive Discount"
"481781","Free Meal"
"482264","Free Meal"
"482335","Free Night"
"482424","Free Night"
"482548","Free Cancellation"
"482602","Free Cancellation"
"482621","Free Meal"
"482630","Free Night"
"482744","Exclusive Discount"
"482811","Free Bag"
"483224","Free Bag"
"483237","Free Night"
"483345","Free Meal"
"483480","Free Meal"
"483483","Free Meal"
"483525","Free Night"
"483603","Exclusive Discount"
"483928","Free Cancellation"
"483982","Exclusive Discount"
"484249","Free Bag"
"484342","Free Cancellation"
"484418","Free Bag"
"484987","Free Meal"
"485149","Exclusive Discount"
"485260","Free Night"
"485393","Free Cancellation"
"485505","Exclusive Discount"
"485518","Free Night"
"485536","Free Meal"
"485544","Exclusive Discount"
"485591","Free Night"
"485658","Free Cancellation"
"485780","Free Meal"
"485785","Exclusive Discount"
"485891","Free Cancellation"
"485894","Free Meal"
"486046","Free Night"
"486113","Free Night"
"486191","Free Meal"
"486261","Exclusive Discount"
"486268","Free Night"
"486270","Exclusive Discount"
"486366","Free Bag"
"486447","Free Cancellation"
"486454","Free Meal"
"486605","Free Night"
"486671","Free Meal"
"486751","Free Cancellation"
"486823","Free Night"
"487002","Free Bag"
"487036","Free Night"
"487040","Free Meal"
"487101","Free Cancellation"
"487276","Free Meal"
"487352","Free Night"
"487453","Free Night"
"487637","Free Meal"
"487680","Free Meal"
"487715","Free Cancellation"
"487858","Free Bag"
"487954","Exclusive Discount"
"488009","Free Cancellation"
"488099","Free Night"
"488246","Free Night"
"488314","Free Meal"
"488410","Free Meal"
"488430","Free Bag"
"488462","Free Cancellation"
"488480","Free Cancellation"
"488511","Exclusive Discount"
"488529","Free Night"
"488539","Free Night"
"488672","Free Night"
"488827","Exclusive Discount"
"488865","Free Bag"
"488870","Free Meal"
"488918","Free Night"
"488974","Exclusive Discount"
"489096","Exclusive Discount"
"489131","Free Night"
"489575","Free Meal"
"489635","Exclusive Discount"
"489661","Exclusive Discount"
"489730","Free Cancellation"
"489785","Free Meal"
"489786","Free Night"
"489802","Free Bag"
"489844","Free Meal"
"489852","Free Night"
"489949","Free Cancellation"
"489953","Free Meal"
"489992","Free Night"
"490040","Exclusive Discount"
"490107","Free Night"
"490133","Free Meal"
"490201","Free Night"
"490348","Free Bag"
"490358","Free Bag"
"490517","Free Meal"
"490576","Free Meal"
"490608","Exclusive Discount"
"490629","Free Meal"
"490671","Free Meal"
"491003","Exclusive Discount"
"491124","Exclusive Discount"
"491141","Exclusive Discount"
"491175","Free Meal"
"491182","Free Cancellation"
"491241","Exclusive Discount"
"491266","Exclusive Discount"
"491559","Free Cancellation"
"491597","Exclusive Discount"
"491617","Free Night"
"491706","Free Night"
"491772","Exclusive Discount"
"491925","Free Cancellation"
"491930","Free Cancellation"
"491995","Free Cancellation"
"492209","Free Cancellation"
"492211","Free Night"
"492287","Exclusive Discount"
"492371","Free Night"
"492497","Free Bag"
"492614","Exclusive Discount"
"492999","Free Bag"
"493177","Free Night"
"493409","Free Cancellation"
"493476","Exclusive Discount"
"493718","Free Meal"
"494294","Free Night"
"494374","Exclusive Discount"
"494382","Free Meal"
"494441","Free Night"
"494463","Free Meal"
"494484","Exclusive Discount"
"494590","Free Night"
"494630","Free Night"
"494680","Free Night"
"494704","Free Night"
"494985","Free Cancellation"
"495029","Free Night"
"495042","Free Cancellation"
"495080","Free Night"
"495272","Exclusive Discount"
"495273","Free Night"
"495386","Free Night"
"495482","Free Cancellation"
"495592","Free Night"
"495603","Free Cancellation"
"495727","Free Cancellation"
"496016","Exclusive Discount"
"496074","Free Night"
"496273","Exclusive Discount"
"496286","Free Cancellation"
"496332","Exclusive Discount"
"496382","Free Cancellation"
"496408","Free Night"
"496566","Free Bag"
"496899","Free Cancellation"
"496972","Exclusive Discount"
"497042","Free Meal"
"497077","Free Cancellation"
"497108","Free Cancellation"
"497225","Exclusive Discount"
"497475","Free Bag"
"497615","Free Meal"
"497678","Free Night"
"497680","Free Night"
"497829","Exclusive Discount"
"497915","Free Cancellation"
"498154","Exclusive Discount"
"498199","Exclusive Discount"
"498287","Free Night"
"498298","Free Bag"
"498357","Exclusive Discount"
"498363","Free Night"
"498500","Free Night"
"498574","Free Cancellation"
"498607","Exclusive Discount"
"498665","Exclusive Discount"
"498857","Exclusive Discount"
"498931","Free Meal"
"499028","Free Cancellation"
"499038","Free Night"
"499252","Free Bag"
"499313","Exclusive Discount"
"499366","Exclusive Discount"
"499375","Free Night"
"499379","Free Meal"
"499461","Free Night"
"499475","Exclusive Discount"
"499633","Free Bag"
"499634","Free Meal"
"499659","Free Meal"
"499669","Free Meal"
"499751","Free Bag"
"499760","Free Night"
"499780","Free Meal"
"499810","Free Bag"
"499847","Free Meal"
"499969","Free Night"
"499979","Free Night"
"499990","Free Cancellation"
"500078","Free Cancellation"
"500196","Free Bag"
"500243","Free Night"
"500257","Free Night"
"500288","Free Night"
"500299","Free Night"
"500493","Free Meal"
"500532","Free Meal"
"500646","Free Night"
"500745","Free Bag"
"500773","Free Bag"
"500791","Free Meal"
"500828","Exclusive Discount"
"500972","Free Meal"
"500974","Free Cancellation"
"501087","Free Meal"
"501125","Free Meal"
"501184","Free Bag"
"501322","Free Meal"
"501344","Free Night"
"501436","Free Cancellation"
"501512","Free Night"
"501708","Free Bag"
"501735","Exclusive Discount"
"501764","Exclusive Discount"
"501780","Free Night"
"501794","Free Night"
"501817","Free Bag"
"501830","Free Meal"
"501897","Free Night"
"501947","Free Night"
"502063","Free Bag"
"502145","Free Bag"
"502210","Free Cancellation"
"502212","Exclusive Discount"
"502353","Free Bag"
"502412","Exclusive Discount"
"502435","Exclusive Discount"
"502444","Free Night"
"502609","Free Cancellation"
"502626","Free Night"
"502799","Exclusive Discount"
"502819","Exclusive Discount"
"502826","Free Meal"
"502847","Free Night"
"502850","Free Night"
"502875","Free Meal"
"502995","Free Meal"
"503042","Free Night"
"503049","Free Meal"
"503058","Free Night"
"503126","Exclusive Discount"
"503161","Exclusive Discount"
"503277","Free Bag"
"503342","Free Night"
"503418","Free Cancellation"
"503483","Free Meal"
"503621","Free Cancellation"
"503760","Free Night"
"503773","Free Meal"
"503918","Free Night"
"503928","Free Night"
"503945","Exclusive Discount"
"503973","Exclusive Discount"
"504081","Free Meal"
"504133","Free Bag"
"504240","Exclusive Discount"
"504299","Free Meal"
"504320","Free Night"
"504371","Free Night"
"504435","Free Night"
"504473","Free Night"
"504579","Free Meal"
"504610","Free Night"
"504665","Free Bag"
"504669","Free Bag"
"504786","Free Meal"
"504859","Free Night"
"504892","Free Night"
"504916","Free Night"
"504936","Free Meal"
"504945","Free Night"
"505062","Free Night"
"505066","Free Night"
"505172","Free Night"
"505230","Free Meal"
"505285","Free Night"
"505289","Exclusive Discount"
"505358","Exclusive Discount"
"505414","Free Bag"
"505498","Free Bag"
"505617","Free Cancellation"
"505667","Exclusive Discount"
"505680","Free Cancellation"
"505713","Free Cancellation"
"505747","Free Night"
"505771","Free Meal"
"505854","Free Cancellation"
"505916","Free Bag"
"505933","Free Cancellation"
"505941","Free Meal"
"506013","Exclusive Discount"
"506130","Free Bag"
"506186","Free Cancellation"
"506234","Exclusive Discount"
"506250","Free Meal"
"506347","Free Night"
"506427","Free Meal"
"506611","Exclusive Discount"
"506652","Free Night"
"506675","Free Meal"
"506704","Free Night"
"506777","Exclusive Discount"
"506807","Exclusive Discount"
"506828","Free Bag"
"506837","Free Meal"
"506858","Free Meal"
"506990","Exclusive Discount"
"507036","Free Cancellation"
"507133","Free Night"
"507207","Free Meal"
"507273","Free Night"
"507376","Free Bag"
"507395","Free Night"
"507431","Free Night"
"507435","Free Meal"
"507505","Free Bag"
"507513","Free Night"
"507531","Exclusive Discount"
"507557","Free Meal"
"507573","Exclusive Discount"
"507617","Free Night"
"507728","Free Meal"
"507732","Free Cancellation"
"507753","Free Bag"
"507759","Exclusive Discount"
"507773","Free Cancellation"
"507805","Free Meal"
"508050","Free Bag"
"508096","Free Meal"
"508111","Free Cancellation"
"508144","Exclusive Discount"
"508153","Free Night"
"508240","Exclusive Discount"
"508360","Exclusive Discount"
"508367","Exclusive Discount"
"508497","Free Bag"
"508512","Free Meal"
"508546","Free Cancellation"
"508611","Free Night"
"508625","Free Cancellation"
"508693","Free Night"
"508713","Free Bag"
"508731","Free Bag"
"508829","Free Cancellation"
"508848","Free Meal"
"508849","Free Cancellation"
"508856","Free Cancellation"
"508857","Free Night"
"508860","Free Night"
"508866","Exclusive Discount"
"508877","Free Meal"
"508891","Exclusive Discount"
"508892","Free Night"
"508901","Free Meal"
"508912","Free Cancellation"
"508917","Exclusive Discount"
"508923","Exclusive Discount"
"508938","Free Night"
"508940","Free Bag"
"508944","Free Meal"
"508946","Free Cancellation"
"508964","Free Meal"
"508973","Free Bag"
"509001","Free Meal"
"509024","Exclusive Discount"
"509036","Free Meal"
"509052","Free Meal"
"509061","Free Bag"
"509069","Free Cancellation"
"509098","Free Bag"
"509115","Exclusive Discount"
"509119","Free Bag"
"509157","Free Bag"
"509160","Free Meal"
"509162","Free Night"
"509202","Free Meal"
"509221","Free Cancellation"
"509242","Exclusive Discount"
"509272","Free Meal"
"509278","Free Cancellation"
"509282","Exclusive Discount"
"509302","Free Meal"
"509316","Free Cancellation"
"509324","Exclusive Discount"
"509341","Free Bag"
"509346","Free Meal"
"509353","Exclusive Discount"
"509354","Free Night"
"509359","Free Night"
"509402","Free Meal"
"509411","Exclusive Discount"
"509413","Free Cancellation"
"509414","Free Bag"
"509419","Free Night"
"509421","Free Cancellation"
"509435","Exclusive Discount"
"509445","Free Bag"
"509453","Free Bag"
"509454","Free Meal"
"509459","Free Night"
"509467","Free Bag"
"509498","Free Bag"
"509515","Free Night"
"509516","Free Night"
"509530","Free Meal"
"509552","Free Cancellation"
"509598","Exclusive Discount"
"509603","Free Night"
"509626","Free Cancellation"
"509635","Free Cancellation"
"509638","Free Meal"
"509645","Free Night"
"509681","Free Meal"
"509712","Free Bag"
"509713","Free Meal"
"509717","Free Bag"
"509749","Exclusive Discount"
"509763","Free Cancellation"
"509765","Free Night"
"509781","Free Bag"
"509822","Exclusive Discount"
"509826","Free Meal"
"509841","Free Bag"
"509855","Exclusive Discount"
"509876","Free Meal"
"509892","Free Meal"
"509903","Exclusive Discount"
"509919","Free Bag"
"509924","Free Night"
"509933","Free Meal"
"509969","Free Meal"
"509990","Free Night"
"510003","Free Night"
"510022","Free Meal"
"510044","Exclusive Discount"
"510048","Free Bag"
"510061","Exclusive Discount"
"510067","Free Meal"
"510070","Free Meal"
"510078","Free Night"
"510079","Free Bag"
"510081","Free Bag"
"510090","Free Bag"
"510093","Free Bag"
"510094","Free Bag"
"510104","Free Meal"
"510108","Free Cancellation"
"510112","Free Bag"
"510114","Exclusive Discount"
"510134","Free Night"
"510155","Free Meal"
"510156","Free Bag"
"510163","Free Bag"
"510164","Exclusive Discount"
"510170","Free Bag"
"510172","Free Bag"
"510179","Free Meal"
"510185","Free Bag"
"510188","Free Bag"
"510195","Exclusive Discount"
"510198","Exclusive Discount"
"510213","Free Meal"
"510215","Free Bag"
"510219","Free Night"
"510227","Free Night"
"510238","Free Meal"
"510239","Free Night"
"510243","Free Night"
"510257","Free Bag"
"510270","Free Bag"
"510283","Free Night"
"510315","Free Bag"
"510316","Free Meal"
"510326","Free Bag"
"510328","Free Cancellation"
"510343","Free Night"
"510356","Free Night"
"510365","Free Bag"
"510369","Exclusive Discount"
"510379","Exclusive Discount"
"510393","Free Bag"
"510418","Free Meal"
"510423","Free Meal"
"510449","Exclusive Discount"
"510452","Exclusive Discount"
"510459","Free Night"
"510490","Free Meal"
"510494","Exclusive Discount"
"510511","Free Night"
"510533","Free Night"
"510537","Free Meal"
"510543","Free Night"
"510545","Free Meal"
"510558","Free Cancellation"
"510570","Free Bag"
"510571","Free Bag"
"510575","Free Night"
"510580","Free Cancellation"
"510582","Exclusive Discount"
"510585","Free Bag"
"510586","Free Bag"
"510610","Free Night"
"510618","Free Meal"
"510676","Free Meal"
"510686","Exclusive Discount"
"510694","Free Cancellation"
"510700","Free Cancellation"
"510707","Free Meal"
"510719","Free Meal"
"510733","Free Meal"
"510754","Exclusive Discount"
"510779","Free Cancellation"
"510805","Free Bag"
"510815","Free Meal"
"510822","Free Night"
"510828","Exclusive Discount"
"510836","Free Cancellation"
"510841","Free Meal"
"510890","Free Cancellation"
"510899","Exclusive Discount"
"510944","Free Night"
"510946","Free Bag"
"510953","Free Night"
"510960","Exclusive Discount"
"510961","Exclusive Discount"
"510972","Exclusive Discount"
"511017","Free Meal"
"511055","Exclusive Discount"
"511066","Free Cancellation"
"511093","Exclusive Discount"
"511122","Exclusive Discount"
"511125","Free Night"
"511126","Free Cancellation"
"511140","Exclusive Discount"
"511142","Free Meal"
"511145","Exclusive Discount"
"511148","Free Night"
"511160","Exclusive Discount"
"511178","Free Night"
"511195","Free Night"
"511208","Exclusive Discount"
"511219","Free Night"
"511223","Free Meal"
"511238","Free Night"
"511260","Free Bag"
"511298","Free Cancellation"
"511314","Free Bag"
"511326","Exclusive Discount"
"511328","Free Meal"
"511331","Free Meal"
"511364","Free Meal"
"511377","Free Meal"
"511379","Exclusive Discount"
"511397","Free Meal"
"511398","Free Night"
"511399","Free Bag"
"511418","Exclusive Discount"
"511424","Exclusive Discount"
"511433","Free Bag"
"511440","Exclusive Discount"
"511455","Exclusive Discount"
"511469","Free Meal"
"511489","Free Night"
"511502","Free Bag"
"511504","Free Bag"
"511535","Free Meal"
"511542","Exclusive Discount"
"511549","Free Meal"
"511552","Free Cancellation"
"511554","Free Bag"
"511560","Exclusive Discount"
"511567","Free Night"
"511568","Free Bag"
"511570","Free Meal"
"511577","Exclusive Discount"
"511578","Free Meal"
"511587","Free Bag"
"511589","Exclusive Discount"
"511608","Free Night"
"511609","Free Night"
"511613","Free Bag"
"511638","Free Meal"
"511665","Exclusive Discount"
"511666","Free Bag"
"511677","Free Cancellation"
"511680","Free Cancellation"
"511697","Free Night"
"511712","Free Night"
"511726","Free Meal"
"511739","Free Bag"
"511757","Free Meal"
"511762","Free Bag"
"511764","Free Bag"
"511772","Free Bag"
"511778","Free Bag"
"511783","Free Cancellation"
"511784","Free Bag"
"511800","Free Night"
"511803","Free Meal"
"511805","Free Bag"
"511809","Exclusive Discount"
"511811","Free Night"
"511821","Free Meal"
"511827","Free Meal"
"511851","Free Night"
"511859","Free Night"
"511860","Free Meal"
"511862","Free Night"
"511878","Free Meal"
"511884","Exclusive Discount"
"511902","Free Night"
"511910","Free Night"
"511916","Exclusive Discount"
"511923","Exclusive Discount"
"511936","Free Night"
"511943","Free Meal"
"511977","Free Cancellation"
"511989","Free Night"
"511996","Free Night"
"511998","Free Night"
"512009","Free Bag"
"512010","Free Meal"
"512016","Free Meal"
"512024","Free Night"
"512028","Exclusive Discount"
"512060","Free Night"
"512063","Exclusive Discount"
"512069","Free Meal"
"512078","Free Bag"
"512099","Free Bag"
"512103","Exclusive Discount"
"512144","Free Night"
"512147","Free Cancellation"
"512148","Free Night"
"512163","Free Night"
"512173","Free Bag"
"512190","Free Meal"
"512193","Free Bag"
"512197","Free Night"
"512201","Free Bag"
"512204","Free Bag"
"512243","Free Night"
"512249","Free Night"
"512266","Free Night"
"512271","Free Bag"
"512283","Exclusive Discount"
"512289","Free Meal"
"512294","Free Meal"
"512295","Exclusive Discount"
"512301","Free Bag"
"512302","Free Meal"
"512303","Free Night"
"512305","Free Night"
"512322","Exclusive Discount"
"512329","Exclusive Discount"
"512362","Free Bag"
"512377","Free Cancellation"
"512392","Exclusive Discount"
"512397","Free Night"
"512402","Free Meal"
"512416","Free Night"
"512418","Free Meal"
"512419","Free Bag"
"512440","Free Night"
"512443","Free Night"
"512447","Exclusive Discount"
"512463","Free Cancellation"
"512495","Free Cancellation"
"512529","Free Night"
"512536","Free Bag"
"512552","Exclusive Discount"
"512556","Free Night"
"512558","Free Night"
"512587","Free Bag"
"512589","Free Night"
"512596","Free Cancellation"
"512598","Free Night"
"512610","Free Cancellation"
"512623","Exclusive Discount"
"512628","Free Cancellation"
"512631","Free Night"
"512655","Exclusive Discount"
"512671","Free Cancellation"
"512677","Exclusive Discount"
"512680","Free Meal"
"512691","Free Meal"
"512693","Free Bag"
"512695","Free Cancellation"
"512696","Free Bag"
"512704","Free Meal"
"512706","Free Meal"
"512780","Free Night"
"512786","Free Bag"
"512787","Free Cancellation"
"512791","Exclusive Discount"
"512801","Free Cancellation"
"512826","Free Cancellation"
"512831","Free Night"
"512835","Free Night"
"512846","Free Meal"
"512848","Free Night"
"512880","Free Night"
"512887","Exclusive Discount"
"512888","Exclusive Discount"
"512900","Exclusive Discount"
"512904","Free Bag"
"512922","Free Night"
"512928","Free Bag"
"512943","Free Meal"
"512945","Free Bag"
"512974","Free Bag"
"512976","Free Bag"
"512984","Free Meal"
"512999","Free Bag"
"513004","Free Cancellation"
"513005","Exclusive Discount"
"513006","Free Meal"
"513026","Free Bag"
"513030","Exclusive Discount"
"513031","Free Meal"
"513058","Free Meal"
"513089","Free Bag"
"513090","Exclusive Discount"
"513091","Free Meal"
"513093","Free Night"
"513096","Free Meal"
"513103","Free Meal"
"513126","Exclusive Discount"
"513138","Free Night"
"513164","Free Bag"
"513206","Exclusive Discount"
"513216","Exclusive Discount"
"513220","Exclusive Discount"
"513221","Free Night"
"513227","Free Meal"
"513233","Free Meal"
"513236","Free Meal"
"513237","Free Meal"
"513241","Free Night"
"513242","Exclusive Discount"
"513259","Free Bag"
"513261","Free Meal"
"513289","Free Night"
"513296","Exclusive Discount"
"513317","Free Night"
