"user_id","% of Hotel discount","Average Hotel Discount","% of Flight discount","Average Flight Discount","% of Trips Cancelled","Weekend Traveller","Above 55 ?","Has kids?","Long Distance Traveller","Conversion rate","Bags&gt;Seats","Length of trip","Frequent traveller","Long Term Planning","Average_dollarsaved_per_km","Flight_Conversion_Rate","User Age","Bag count"
"187212","0.25","0.10000000000000000000","0.125","0.39999999999999990000","0","0","0","1","2465.5571878273126","0.37500000000000000000","0","6.0000000000000000","3","2.0000000000000000","0","0.37500000000000000000","54","2"
"189676","0.1","0","0.125","0.15000000000000000000","0","0","0","1","2350.536145550067","0.25000000000000000000","0","6.0000000000000000","2","40.1000000000000000","0","0.12500000000000000000","35","2"
"190866","0.16666666666666666","0.05000000000000000000","0","0","0","0","0","0","2423.7357077809347","0.55555555555555555556","0","8.0000000000000000","5","28.0833333333333333","0","0.55555555555555555556","37","2"
"195192","0.07692307692307693","0.10000000000000000000","0.125","0.10000000000000000000","0","0","0","0","1165.5097458688963","0.12500000000000000000","0","3.0000000000000000","1","3.0000000000000000","0","0.12500000000000000000","28","0"
"204943","0.09090909090909091","0","0.375","0.15000000000000000000","0.14285714285714285","1","0","0","1834.093873447067","0.87500000000000000000","0","18.0000000000000000","7","36.8181818181818182","0.002084174362017327","0.87500000000000000000","40","9"
"204997","0.4444444444444444","0.10000000000000000000","0.375","0.25000000000000000000","0.4","0","0","0","3180.8271846731213","0.62500000000000000000","0","11.0000000000000000","5","35.6666666666666667","0.007596451676604718","0.62500000000000000000","38","3"
"205044","0.16666666666666666","0","0.1111111111111111","0.05000000000000000000","0","1","0","1","2396.8390061428404","0.33333333333333333333","0","9.0000000000000000","3","26.8333333333333333","0.003845690084472315","0.33333333333333333333","40","1"
"206011","0.4166666666666667","0.20000000000000000000","0.125","0.05000000000000000000","0","0","0","1","1452.0613504500782","0.50000000000000000000","0","8.0000000000000000","4","17.2500000000000000","0.0037563839835757173","0.50000000000000000000","39","1"
"216796","0.3","0.10000000000000000000","0.5","0.16666666666666666667","0.5","0","0","0","7494.8878462714665","0.25000000000000000000","0","11.0000000000000000","2","60.0000000000000000","0.04170959678276115","0.25000000000000000000","22","4"
"217114","0.36363636363636365","0.15000000000000000000","0.1111111111111111","0.05000000000000000000","0","0","0","1","0","0.00000000000000000000","0","0.000000000000000000000000","0","23.5454545454545455","0","0.00000000000000000000","19","0"
"217136","0.1","0","0.25","0.17500000000000000000","0","0","0","1","3095.3404436795545","0.25000000000000000000","0","3.0000000000000000","2","39.0000000000000000","0","0.12500000000000000000","38","0"
"220725","0.23076923076923078","0.05000000000000000000","0.2222222222222222","0.15000000000000000000","0.2","0","0","0","2764.4636407412427","0.55555555555555555556","0","7.0000000000000000","5","16.3846153846153846","0","0.55555555555555555556","40","1"
"224996","0.3","0.10000000000000000000","0","0","0","0","0","1","2488.128262846516","0.25000000000000000000","0","3.0000000000000000","2","27.8000000000000000","0","0.25000000000000000000","42","0"
"226367","0","0","0.125","0.05000000000000000000","0","0","0","0","1633.1960227085976","0.37500000000000000000","0","3.0000000000000000","3","21.0000000000000000","0.0011447901174568688","0.37500000000000000000","42","2"
"228195","0.09090909090909091","0","0.1111111111111111","0.20000000000000000000","0","0","0","1","0","0.00000000000000000000","0","0.000000000000000000000000","0","19.0000000000000000","0","0.00000000000000000000","26","0"
"228872","0","0","0.125","0.35000000000000000000","0","0","0","0","2953.6730397354886","0.25000000000000000000","0","6.0000000000000000","2","1.6363636363636364","0","0.12500000000000000000","34","1"
"229009","0.2","0","0.125","0","0.25","0","0","0","12190.503794408236","0.50000000000000000000","0","16.0000000000000000","4","94.2000000000000000","0","0.50000000000000000000","17","1"
"229108","0.3333333333333333","0.10000000000000000000","0.375","0.20000000000000000000","0.5","0","0","0","2510.9650459781715","0.25000000000000000000","0","7.0000000000000000","2","51.6666666666666667","0","0.25000000000000000000","25","0"
"229330","0.09090909090909091","0.10000000000000000000","0","0","0","1","0","0","1175.6900050298536","0.50000000000000000000","0","6.0000000000000000","4","3.0909090909090909","0","0.50000000000000000000","46","1"
"232647","0.1","0","0.125","0.10000000000000000000","0","0","0","0","1436.751018608673","0.25000000000000000000","0","3.0000000000000000","2","28.7000000000000000","0","0.12500000000000000000","17","1"
"249521","0.2727272727272727","0.13333333333333333333","0.125","0.20000000000000000000","0","0","1","1","3739.589951281529","0.25000000000000000000","0","3.0000000000000000","2","10.7272727272727273","0","0.12500000000000000000","59","1"
"252835","0.14285714285714285","0.05000000000000000000","0.125","0.30000000000000000000","0","1","0","1","1859.2391123662833","0.62500000000000000000","0","6.0000000000000000","5","5.2857142857142857","0.006552680566457372","0.62500000000000000000","37","3"
"258451","0.08333333333333333","0","0.25","0.15000000000000000000","0.5","0","0","0","0","0.25000000000000000000","0","0.000000000000000000000000","2","0.00000000000000000000","0","0.12500000000000000000","22","0"
"264470","0.09090909090909091","0.10000000000000000000","0.125","0.05000000000000000000","0","0","0","1","2391.635179278391","0.25000000000000000000","0","7.0000000000000000","2","1.4545454545454545","0.007903065719957724","0.25000000000000000000","44","1"
"276512","0.3333333333333333","0.12500000000000000000","0.25","0.12500000000000000000","0","0","0","1","2409.253288662373","0.12500000000000000000","0","3.0000000000000000","1","0.83333333333333333333","0","0.12500000000000000000","41","1"
"281952","0.09090909090909091","0.15000000000000000000","0","0","0","0","0","0","1966.8305718481147","0.25000000000000000000","1","2.0000000000000000","2","5.4545454545454545","0","0.25000000000000000000","36","3"
"283325","0.15384615384615385","0.10000000000000000000","0.25","0.07500000000000000000","0","1","0","0","2838.442946557796","0.25000000000000000000","0","6.0000000000000000","2","2.0000000000000000","0.015968966385238936","0.12500000000000000000","50","0"
"290123","0","0","0","0","0","0","0","0","2533.380197339184","0.77777777777777777778","0","5.0000000000000000","7","3.8461538461538462","0","0.77777777777777777778","40","6"
"297546","0.08333333333333333","0.05000000000000000000","0","0","0","1","0","0","1772.7370842413172","0.62500000000000000000","0","7.0000000000000000","5","2.7500000000000000","0","0.50000000000000000000","50","3"
"298253","0.08333333333333333","0.15000000000000000000","0.25","0.22500000000000000000","0","0","0","1","4183.68105154044","0.12500000000000000000","1","2.0000000000000000","1","1.6666666666666667","0","0.12500000000000000000","46","2"
"299476","0.3076923076923077","0.12500000000000000000","0.2222222222222222","0.20000000000000000000","0","0","0","0","1090.0004072477632","0.11111111111111111111","0","3.0000000000000000","1","5.7692307692307692","0","0.11111111111111111111","38","0"
"306165","0.09090909090909091","0","0","0","0","0","0","0","0","0.00000000000000000000","0","0.000000000000000000000000","0","0.00000000000000000000","0","0.00000000000000000000","20","0"
"306819","0.18181818181818182","0.05000000000000000000","0.25","0.05000000000000000000","0.3333333333333333","0","1","1","491.63803480527594","0.37500000000000000000","0","3.0000000000000000","3","2.0000000000000000","0","0.37500000000000000000","59","1"
"312488","0.09090909090909091","0.20000000000000000000","0.125","0.25000000000000000000","0","0","0","0","2171.5337603216926","0.12500000000000000000","0","1.00000000000000000000","1","1.9090909090909091","0","0.12500000000000000000","30","1"
"313724","0.1","0","0.125","0","0.16666666666666666","0","0","0","1840.5199222049712","0.75000000000000000000","0","5.0000000000000000","6","4.7000000000000000","0","0.62500000000000000000","51","4"
"316527","0.09090909090909091","0.05000000000000000000","0.125","0.15000000000000000000","0","0","0","1","1940.680351442159","0.50000000000000000000","0","7.0000000000000000","4","2.6363636363636364","0","0.50000000000000000000","41","1"
"317688","0.16666666666666666","0.05000000000000000000","0.25","0.24999999999999995000","0","0","0","1","1634.6874456759483","0.50000000000000000000","0","4.0000000000000000","4","3.5833333333333333","0","0.50000000000000000000","40","2"
"322867","0.18181818181818182","0.10000000000000000000","0.25","0.12500000000000000000","0","0","0","0","919.997617427402","0.12500000000000000000","0","8.0000000000000000","1","1.4545454545454545","0","0.12500000000000000000","45","1"
"324191","0.09090909090909091","0.15000000000000000000","0.25","0.10000000000000000000","0","0","0","0","176.27134554289609","0.25000000000000000000","0","9.0000000000000000","2","2.7272727272727273","0","0.25000000000000000000","39","1"
"328590","0.2727272727272727","0.15000000000000000000","0.25","0.10000000000000000000","0.25","0","0","0","3677.9273462268966","0.50000000000000000000","0","7.0000000000000000","4","3.3636363636363636","0","0.50000000000000000000","55","1"
"330764","0.2727272727272727","0.05000000000000000000","0.125","0","0.25","0","0","0","684.2761219914902","0.50000000000000000000","0","1.00000000000000000000","4","2.0000000000000000","0","0.25000000000000000000","38","2"
"330893","0.18181818181818182","0.05000000000000000000","0","0","0","0","0","1","1603.354694102698","0.37500000000000000000","0","5.0000000000000000","3","1.4545454545454545","0","0.37500000000000000000","42","2"
"331039","0.2727272727272727","0.07500000000000000000","0.25","0.10000000000000000000","0.5","1","0","1","3192.2257673899608","0.25000000000000000000","0","10.0000000000000000","2","44.9090909090909091","0","0.25000000000000000000","44","6"
"334787","0.09090909090909091","0","0.25","0.05000000000000000000","0","1","0","0","1377.9597756222813","0.37500000000000000000","0","5.0000000000000000","3","2.7272727272727273","0.0021100035367048243","0.37500000000000000000","52","2"
"337227","0.1","0.05000000000000000000","0","0","0","0","0","0","0","0.00000000000000000000","0","0.000000000000000000000000","0","2.9000000000000000","0","0.00000000000000000000","34","0"
"338086","0.08333333333333333","0.20000000000000000000","0.125","0.30000000000000000000","0","0","0","1","2658.554844024915","0.25000000000000000000","0","4.0000000000000000","2","2.4166666666666667","0","0.25000000000000000000","39","1"
"340166","0.09090909090909091","0.10000000000000000000","0.125","0.10000000000000000000","0","0","0","1","0","0.12500000000000000000","0","0.000000000000000000000000","1","0.00000000000000000000","0","0.00000000000000000000","50","0"
"343928","0.1","0.10000000000000000000","0.25","0.29999999999999995000","0","0","1","0","11233.101337738275","0.25000000000000000000","0","12.0000000000000000","2","40.5000000000000000","0.04548521237705446","0.25000000000000000000","64","1"
"347778","0.07692307692307693","0","0.2222222222222222","0.15000000000000000000","0","1","0","0","2557.170654426593","0.55555555555555555556","0","4.0000000000000000","5","3.3846153846153846","0","0.55555555555555555556","49","5"
"348817","0.1","0","0.125","0.05000000000000000000","0","0","0","0","2522.8680668951015","0.50000000000000000000","0","4.0000000000000000","4","2.5000000000000000","0","0.37500000000000000000","28","2"
"348863","0.2727272727272727","0.10000000000000000000","0","0","0","0","1","0","0","0.00000000000000000000","0","0.000000000000000000000000","0","0.00000000000000000000","0","0.00000000000000000000","66","0"
"349132","0.09090909090909091","0.10000000000000000000","0","0","0","0","0","0","1082.5033993933703","0.33333333333333333333","0","5.0000000000000000","3","1.6363636363636364","0","0.22222222222222222222","48","1"
"350648","0.2222222222222222","0.10000000000000000000","0.375","0.17500000000000000000","0.5","0","0","0","1265.368211364691","0.25000000000000000000","0","4.0000000000000000","2","10.1111111111111111","0","0.25000000000000000000","17","0"
"353271","0.1","0.15000000000000000000","0.125","0.15000000000000000000","0","0","0","1","1177.3169145652591","0.12500000000000000000","0","1.00000000000000000000","1","3.3000000000000000","0","0.12500000000000000000","26","0"
"353694","0","0","0.375","0.08333333333333333333","0","0","0","1","1336.32601700837","0.25000000000000000000","0","6.0000000000000000","2","11.0000000000000000","0","0.25000000000000000000","39","1"
"354050","0.09090909090909091","0.05000000000000000000","0.125","0.05000000000000000000","0","0","0","0","2093.0936158595055","0.62500000000000000000","0","5.0000000000000000","5","4.8181818181818182","0.002780955402995558","0.62500000000000000000","49","1"
"354260","0","0","0.25","0.15000000000000000000","0","0","0","0","3215.735057728185","0.25000000000000000000","0","3.0000000000000000","2","11.6666666666666667","0","0.25000000000000000000","48","2"
"354311","0","0","0.125","0.10000000000000000000","0","0","0","0","3238.7131415521753","0.25000000000000000000","0","4.0000000000000000","2","1.2727272727272727","0","0.25000000000000000000","45","1"
"354950","0.1111111111111111","0.10000000000000000000","0","0","0","0","0","0","2618.462362173801","0.12500000000000000000","0","7.0000000000000000","1","9.8888888888888889","0","0.12500000000000000000","52","1"
"356046","0.2","0.05000000000000000000","0.125","0.15000000000000000000","0","0","0","0","1782.935588846813","0.25000000000000000000","0","4.0000000000000000","2","3.0000000000000000","0","0.25000000000000000000","33","0"
"357737","0.3333333333333333","0.08333333333333333333","0.125","0","0.16666666666666666","0","0","1","2595.142795429385","0.75000000000000000000","0","5.0000000000000000","6","4.5000000000000000","0","0.62500000000000000000","40","2"
"359072","0.07692307692307693","0","0.375","0.20000000000000000000","0.25","1","0","1","1051.139258590397","0.50000000000000000000","0","4.0000000000000000","4","3.6153846153846154","0","0.50000000000000000000","50","1"
"359080","0.09090909090909091","0.20000000000000000000","0.125","0.10000000000000000000","0","0","0","0","4684.897493471022","0.50000000000000000000","0","17.0000000000000000","4","29.1818181818181818","0","0.50000000000000000000","41","4"
"359653","0.18181818181818182","0.07500000000000000000","0.125","0.25000000000000000000","0","0","0","0","2138.3980455686524","0.25000000000000000000","0","3.0000000000000000","2","3.3636363636363636","0","0.25000000000000000000","54","2"
"361459","0.25","0.12500000000000000000","0","0","0","0","0","1","2403.5430407745216","0.12500000000000000000","0","3.0000000000000000","1","0.50000000000000000000","0","0.12500000000000000000","41","1"
"361759","0.25","0.07500000000000000000","0.3333333333333333","0.15000000000000000000","0","0","0","0","2133.307621862161","0.44444444444444444444","0","3.0000000000000000","4","7.3333333333333333","0","0.44444444444444444444","52","2"
"363535","0.09090909090909091","0","0.5","0.18333333333333333333","0.25","0","0","0","1783.6107116810779","0.50000000000000000000","0","4.0000000000000000","4","3.4545454545454545","0.006795765421578899","0.50000000000000000000","30","3"
"365825","0.1","0","0.25","0.10000000000000000000","0.3333333333333333","0","0","0","383.04736325462943","0.37500000000000000000","0","12.0000000000000000","3","1.5000000000000000","0","0.25000000000000000000","44","1"
"371201","0.1","0.05000000000000000000","0.125","0.39999999999999990000","0","0","0","1","1060.9488580245406","0.12500000000000000000","1","9.0000000000000000","1","1.5000000000000000","0","0.12500000000000000000","27","3"
"372970","0.2222222222222222","0.15000000000000000000","0.25","0.12500000000000000000","0","0","0","0","4048.0877645008654","0.25000000000000000000","0","3.0000000000000000","2","10.7777777777777778","0","0.25000000000000000000","33","1"
"373489","0.4166666666666667","0.12500000000000000000","0.3333333333333333","0.21666666666666666667","0","0","0","1","20504.143209543832","0.11111111111111111111","0","13.0000000000000000","1","23.3333333333333333","0.09085127239712854","0.11111111111111111111","36","3"
"374331","0.18181818181818182","0.20000000000000000000","0.5","0.15000000000000000000","0.3333333333333333","0","0","0","1338.8632409859442","0.37500000000000000000","0","1.00000000000000000000","3","1.3636363636363636","0","0.25000000000000000000","41","2"
"374340","0.08333333333333333","0.05000000000000000000","0","0","0","0","0","0","16455.388252489083","0.11111111111111111111","0","9.0000000000000000","1","28.0000000000000000","0","0.11111111111111111111","34","1"
"374341","0","0","0.125","0.10000000000000000000","0","0","0","0","0","0.37500000000000000000","0","0.000000000000000000000000","3","6.3333333333333333","0","0.00000000000000000000","25","0"
"375160","0.09090909090909091","0.10000000000000000000","0.125","0.05000000000000000000","0","0","0","0","0","0.00000000000000000000","0","0.000000000000000000000000","0","0.00000000000000000000","0","0.00000000000000000000","19","0"
"375729","0.16666666666666666","0.07500000000000000000","0.375","0.11666666666666666667","0","0","0","0","1877.015464621399","0.37500000000000000000","0","5.0000000000000000","3","2.4166666666666667","0.024130151040498947","0.37500000000000000000","52","1"
"375751","0.18181818181818182","0.05000000000000000000","0","0","0","0","0","0","1321.671711181997","0.37500000000000000000","0","5.0000000000000000","3","2.1818181818181818","0","0.37500000000000000000","49","1"
"376159","0","0","0","0","0","0","0","0","2175.006152558628","0.25000000000000000000","0","3.0000000000000000","2","1.7000000000000000","0","0.12500000000000000000","41","1"
"377069","0.2","0.05000000000000000000","0.125","0","0.5","0","1","0","2911.7277888787594","0.25000000000000000000","0","7.0000000000000000","2","38.5000000000000000","0","0.25000000000000000000","67","2"
"377411","0.18181818181818182","0.15000000000000000000","0.375","0.11666666666666666667","0","1","0","0","1493.4495584275169","0.25000000000000000000","0","4.0000000000000000","2","1.3636363636363636","0.0062318810484630815","0.25000000000000000000","37","0"
"378565","0.1","0","0.5","0.07500000000000000000","0","0","0","1","2021.5747115610534","0.62500000000000000000","0","7.0000000000000000","5","3.2000000000000000","0.0053643824974571","0.25000000000000000000","39","1"
"379543","0.1","0.15000000000000000000","0.125","0.10000000000000000000","0","1","0","0","2196.6602684170643","0.37500000000000000000","0","6.0000000000000000","3","2.7000000000000000","0","0.37500000000000000000","55","1"
"380434","0.08333333333333333","0.05000000000000000000","0.25","0.12500000000000000000","0","1","0","1","1929.341973733958","0.37500000000000000000","0","5.0000000000000000","3","3.3333333333333333","0.012339699402239243","0.37500000000000000000","49","1"
"380436","0.2","0.17500000000000000000","0","0","0","0","0","0","576.1819985601524","0.12500000000000000000","0","6.0000000000000000","1","2.3000000000000000","0","0.12500000000000000000","43","1"
"380757","0.18181818181818182","0.05000000000000000000","0.125","0.05000000000000000000","0","0","0","1","1693.1750848546426","0.37500000000000000000","0","13.0000000000000000","3","3.9090909090909091","0","0.37500000000000000000","45","1"
"380874","0.25","0.18333333333333333333","0","0","0","0","0","0","1430.3396297294432","0.37500000000000000000","0","4.0000000000000000","3","2.8333333333333333","0","0.37500000000000000000","53","2"
"380949","0.18181818181818182","0.15000000000000000000","0.125","0","0.16666666666666666","0","0","0","2040.4735867781612","0.75000000000000000000","0","5.0000000000000000","6","3.2727272727272727","0","0.75000000000000000000","45","1"
"381259","0.1111111111111111","0.10000000000000000000","0","0","0","0","0","1","3816.768005261937","0.12500000000000000000","0","2.0000000000000000","1","6.7777777777777778","0","0.12500000000000000000","20","1"
"381465","0.1","0","0.375","0.07500000000000000000","0.2","0","0","0","784.291411819437","0.62500000000000000000","0","3.0000000000000000","5","10.4000000000000000","0","0.37500000000000000000","33","0"
"382181","0.09090909090909091","0","0.25","0.17500000000000000000","0","0","0","0","2089.9447020787297","0.37500000000000000000","0","6.0000000000000000","3","2.7272727272727273","0","0.37500000000000000000","35","2"
"382384","0","0","0","0","0","0","1","0","1239.895526663839","0.12500000000000000000","0","2.0000000000000000","1","1.6000000000000000","0","0.12500000000000000000","56","1"
"382533","0.09090909090909091","0.05000000000000000000","0.125","0.20000000000000000000","0","0","0","0","0","0.00000000000000000000","0","0.000000000000000000000000","0","0.00000000000000000000","0","0.00000000000000000000","17","0"
"385689","0","0","0.25","0.15000000000000000000","0","1","0","1","1940.2176416958227","0.50000000000000000000","0","8.0000000000000000","4","2.0000000000000000","0.009529343308021838","0.37500000000000000000","48","1"
"386255","0.09090909090909091","0.05000000000000000000","0.25","0.10000000000000000000","0","0","0","1","0","0.12500000000000000000","0","0.000000000000000000000000","1","1.1818181818181818","0","0.00000000000000000000","31","0"
"386469","0","0","0.1111111111111111","0.30000000000000000000","0","0","0","0","0","0.00000000000000000000","0","0.000000000000000000000000","0","0.00000000000000000000","0","0.00000000000000000000","16","0"
"386914","0.3333333333333333","0.13333333333333333333","0.25","0.10000000000000000000","0.3333333333333333","0","0","1","8776.138826492259","0.37500000000000000000","0","14.0000000000000000","3","31.6666666666666667","0","0.37500000000000000000","45","9"
"387282","0.1111111111111111","0.10000000000000000000","0.25","0.17500000000000000000","0","0","0","1","0","0.12500000000000000000","0","0.000000000000000000000000","1","6.3333333333333333","0","0.00000000000000000000","29","0"
"387783","0.1111111111111111","0.10000000000000000000","0.125","0.45000000000000000000","0","0","0","1","2296.188043393657","0.37500000000000000000","0","2.0000000000000000","3","7.1111111111111111","0","0.12500000000000000000","53","0"
"388328","0.2","0.12500000000000000000","0.3333333333333333","0.10000000000000000000","0","0","0","1","2451.7037762897517","0.55555555555555555556","0","4.0000000000000000","5","7.6000000000000000","0","0.33333333333333333333","49","3"
"388767","0","0","0","0","0","0","0","1","2119.043462511673","0.12500000000000000000","0","11.0000000000000000","1","1.2000000000000000","0","0.12500000000000000000","44","1"
"388947","0.09090909090909091","0.10000000000000000000","0.3333333333333333","0.19999999999999996667","0","0","0","0","2373.170069640812","0.33333333333333333333","0","3.0000000000000000","3","2.4545454545454545","0.015148724678396622","0.33333333333333333333","39","2"
"389434","0.2","0","0.5","0.11666666666666666667","0.16666666666666666","1","0","0","2398.9531477409973","0.75000000000000000000","0","4.0000000000000000","6","4.4000000000000000","0.008780913466290955","0.75000000000000000000","41","3"
"389662","0","0","0.375","0.15000000000000000000","0","0","0","0","1877.971150934258","0.37500000000000000000","0","4.0000000000000000","3","2.8000000000000000","0.007752249012322367","0.25000000000000000000","38","2"
"389759","0","0","0.375","0.16666666666666666667","0","0","0","1","3955.9332424739164","0.37500000000000000000","0","5.0000000000000000","3","8.1111111111111111","0.007335732149139776","0.37500000000000000000","32","1"
"390811","0","0","0.125","0.10000000000000000000","0","1","0","0","2120.3722912217963","0.37500000000000000000","0","7.0000000000000000","3","4.5000000000000000","0","0.37500000000000000000","40","2"
"392453","0.2727272727272727","0.10000000000000000000","0.25","0.07500000000000000000","0","0","1","0","2501.8639303522496","0.12500000000000000000","0","12.0000000000000000","1","1.1818181818181818","0.007873729566590172","0.12500000000000000000","57","1"
"395202","0.1","0","0.125","0.20000000000000000000","0","0","0","0","0","0.12500000000000000000","0","0.000000000000000000000000","1","0.00000000000000000000","0","0.00000000000000000000","25","0"
"395981","0","0","0.125","0.20000000000000000000","0","0","0","0","2642.5505977128146","0.37500000000000000000","0","3.0000000000000000","3","2.5454545454545455","0.029898134552926215","0.37500000000000000000","51","3"
"396552","0.16666666666666666","0.10000000000000000000","0","0","0","0","0","0","1557.1521505812268","0.50000000000000000000","0","2.0000000000000000","4","2.5000000000000000","0","0.50000000000000000000","44","2"
"399137","0","0","0.375","0.16666666666666666667","0","0","0","0","2243.84321920388","0.50000000000000000000","0","5.0000000000000000","4","10.8888888888888889","0","0.25000000000000000000","53","2"
"399218","0.09090909090909091","0","0.125","0.20000000000000000000","0","0","0","1","1372.4273359330314","0.25000000000000000000","0","4.0000000000000000","2","1.7272727272727273","0","0.25000000000000000000","43","1"
"399799","0.16666666666666666","0.10000000000000000000","0","0","0","0","0","0","2008.7900179658168","0.50000000000000000000","0","8.0000000000000000","4","2.0833333333333333","0","0.50000000000000000000","54","2"
"400275","0","0","0.375","0.13333333333333333333","0","0","0","1","3204.7988536283824","0.25000000000000000000","0","6.0000000000000000","2","1.8000000000000000","0.0313762281480334","0.25000000000000000000","55","1"
"400582","0.1","0.15000000000000000000","0.125","0.10000000000000000000","0","1","0","0","1211.3015547344212","0.50000000000000000000","0","4.0000000000000000","4","3.6000000000000000","0.005705157926740906","0.37500000000000000000","31","0"
"400899","0","0","0","0","0","0","0","0","1733.1181930309951","0.37500000000000000000","0","6.0000000000000000","3","2.7272727272727273","0","0.37500000000000000000","45","2"
"401245","0.1","0.15000000000000000000","0.375","0.15000000000000000000","0","0","0","0","1798.81943592929","0.37500000000000000000","0","6.0000000000000000","3","3.0000000000000000","0.006788155844201506","0.37500000000000000000","27","0"
"402332","0.3","0.05000000000000000000","0.25","0.10000000000000000000","0","0","0","0","2140.334453280422","0.25000000000000000000","0","2.0000000000000000","2","3.3000000000000000","0.021839110204649792","0.25000000000000000000","31","0"
"402978","0","0","0.125","0.15000000000000000000","0","0","0","0","1919.723473028128","0.50000000000000000000","0","6.0000000000000000","4","3.0000000000000000","0.0039749865578104495","0.50000000000000000000","51","3"
"403881","0.09090909090909091","0","0.25","0.27500000000000000000","0","1","0","0","3121.1765693300104","0.50000000000000000000","0","7.0000000000000000","4","3.7272727272727273","0","0.50000000000000000000","43","3"
"404879","0.18181818181818182","0","0","0","0","0","0","0","1279.4990182135116","0.50000000000000000000","0","7.0000000000000000","4","3.5454545454545455","0","0.50000000000000000000","38","2"
